age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,coded-income,tax-bracket,income-90k-threshold
42,Private,495861,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,40,Columbia,30,3,<=90k
25,Private,787981,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,Columbia,13,2,<=90k
54,Local-gov,423542,Masters,14,Never-married,Prof-specialty,Other-relative,Black,Female,40,Guyana,23,3,<=90k
56,Self-emp-inc,453230,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,41,4,>90k
24,Private,656774,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,6,2,<=90k
59,Private,406956,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,40,Trinidad-and-Tobago,19,3,<=90k
23,Self-emp-not-inc,470210,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,5,2,<=90k
58,Private,469432,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,35,United-States,15,2,<=90k
57,Private,318588,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,12,2,<=90k
78,Private,437848,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,90,United-States,41,4,>90k
23,Private,502961,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,41,4,>90k
24,Private,468349,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,60,South-Korea,41,4,>90k
23,Private,362262,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,60,China,41,4,>90k
67,Private,433507,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,41,4,>90k
29,Private,453804,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,70,Georgia,41,4,>90k
30,Private,321597,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,45,Indonesia,33,3,<=90k
28,Local-gov,397641,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,75,Indonesia,27,3,<=90k
30,Private,720753,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,90,United-States,41,4,>90k
53,Private,447700,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,33,3,<=90k
56,Private,481647,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,35,United-States,41,4,>90k
24,Private,470210,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,9,2,<=90k
49,Private,341945,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,43,United-States,21,3,<=90k
66,Self-emp-inc,438372,Bachelors,13,Separated,Sales,Not-in-family,White,Male,30,United-States,29,3,<=90k
46,Private,545440,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,33,3,<=90k
54,Private,535874,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,52,United-States,41,4,>90k
29,Private,805050,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,35,3,<=90k
49,Private,499304,Some-college,10,Never-married,Production,Not-in-family,White,Male,50,United-States,41,4,>90k
32,Self-emp-not-inc,469372,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,32,Vietnam,34,3,<=90k
64,Private,478275,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
72,Private,525562,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,41,4,>90k
27,Self-emp-not-inc,1032497,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,12,2,<=90k
28,Private,478882,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,Argentina,22,3,<=90k
30,Private,442939,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,Spain,30,3,<=90k
28,Private,814903,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
48,Private,527197,Bachelors,13,Divorced,Other-service,Other-relative,White,Male,35,Dominican-Republic,19,3,<=90k
44,Self-emp-not-inc,480853,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,50,Dominican-Republic,14,2,<=90k
56,Local-gov,542751,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,White,Male,40,Dominican-Republic,37,4,>90k
25,Private,1069685,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,25,3,<=90k
44,Private,321803,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,USSR,41,4,>90k
32,Private,452187,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,41,4,>90k
49,Local-gov,451101,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,41,4,>90k
59,Private,574009,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,35,3,<=90k
39,Private,682526,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,50,Ukraine,41,4,>90k
28,Private,499510,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,41,4,>90k
37,Private,711601,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,41,4,>90k
32,Private,452187,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,33,3,<=90k
31,Local-gov,452478,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,41,4,>90k
32,Private,480002,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,United-States,41,4,>90k
26,Private,776104,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,70,United-States,41,4,>90k
39,Private,369604,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,45,United-States,41,4,>90k
58,Private,386506,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,50,Africa,41,4,>90k
38,Self-emp-not-inc,450285,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Iran,25,3,<=90k
68,Self-emp-not-inc,419433,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,Dominican-Republic,12,2,<=90k
56,Federal-gov,342214,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,30,3,<=90k
34,Self-emp-not-inc,698351,Assoc-acdm,12,Never-married,Other-service,Unmarried,Black,Female,40,Dominican-Republic,23,3,<=90k
35,Private,450285,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,45,United-States,41,4,>90k
32,Self-emp-inc,469053,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,41,4,>90k
59,Private,462192,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,United-States,41,4,>90k
24,Private,375774,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,70,United-States,31,3,<=90k
29,Private,485817,Masters,14,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,United-States,41,4,>90k
25,Private,419659,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,36,4,<=90k
25,Private,419659,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,26,3,<=90k
22,Private,504322,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,41,4,>90k
80,Private,473874,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,41,4,>90k
24,Private,490550,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,29,3,<=90k
63,Private,434146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,39,4,>90k
51,Self-emp-inc,392837,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,India,41,4,>90k
37,Private,546358,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,41,4,>90k
37,Self-emp-not-inc,435696,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,7,2,<=90k
33,Private,469053,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,15,2,<=90k
31,Self-emp-not-inc,469053,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,11,2,<=90k
27,Self-emp-not-inc,481881,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,17,2,<=90k
37,Private,478930,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60,United-States,41,4,>90k
41,Private,333806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,34,3,<=90k
34,Private,403397,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,21,3,<=90k
31,Private,388516,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,41,4,>90k
70,Private,423779,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,24,United-States,18,3,<=90k
25,Private,932279,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,25,3,<=90k
34,Private,732620,11th,7,Never-married,Adm-clerical,Not-in-family,Black,Female,38,United-States,7,2,<=90k
60,Private,435382,Bachelors,13,Separated,Sales,Other-relative,White,Female,37,Turkey,31,3,<=90k
46,Private,451101,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,41,4,>90k
28,Private,413074,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,62,United-States,41,4,>90k
23,Private,386722,Assoc-acdm,12,Never-married,Sales,Other-relative,White,Male,52,United-States,21,3,<=90k
29,Private,471837,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,41,4,>90k
73,Private,331380,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,38,4,>90k
36,Private,426140,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,24,3,<=90k
62,Self-emp-inc,375468,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,20,United-States,20,3,<=90k
34,Private,682109,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,41,4,>90k
27,Private,470730,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,39,4,>90k
28,Private,470730,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,46,United-States,36,4,<=90k
50,Private,483350,Some-college,10,Never-married,Sales,Unmarried,White,Male,50,Dominican-Republic,21,3,<=90k
41,Private,422357,12th,8,Married-civ-spouse,Transport-moving,Other-relative,White,Male,50,Dominican-Republic,9,2,<=90k
39,Local-gov,461614,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,32,United-States,11,2,<=90k
20,Private,456937,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,7,2,<=90k
51,Private,448464,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,55,Mexico,11,2,<=90k
39,Private,546358,HS-grad,9,Widowed,Sales,Not-in-family,Black,Male,40,United-States,11,2,<=90k
48,Private,415183,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,40,Jamaica,11,2,<=90k
62,Self-emp-inc,361968,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,35,United-States,41,4,>90k
22,Private,504322,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,60,Australia,23,3,<=90k
24,Local-gov,977865,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,China,18,3,<=90k
35,Private,420030,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,41,4,>90k
22,Private,629568,12th,8,Never-married,Sales,Not-in-family,Black,Female,40,United-States,2,1,<=90k
47,Private,364203,Assoc-acdm,12,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,12,China,14,2,<=90k
31,Private,452187,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,60,United-States,41,4,>90k
19,Private,419923,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,33,3,<=90k
53,Local-gov,636377,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,41,4,>90k
23,Private,487748,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,41,4,>90k
29,Private,518140,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,39,4,>90k
27,Private,805050,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,10,2,<=90k
34,Self-emp-not-inc,747636,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,50,United-States,23,3,<=90k
62,Self-emp-not-inc,410516,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,Bangladesh,21,3,<=90k
34,Private,568511,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,70,United-States,41,4,>90k
63,Private,356695,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,41,4,>90k
62,Private,424485,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,30,3,<=90k
56,Private,469432,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,10,2,<=90k
33,Self-emp-inc,670270,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,52,United-States,35,3,<=90k
60,Private,486293,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,57,Canada,41,4,>90k
27,Private,773709,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,20,United-States,6,2,<=90k
60,Local-gov,377107,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,21,3,<=90k
53,Local-gov,636377,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,41,4,>90k
25,Private,489435,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,21,3,<=90k
55,Private,410516,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,Hong-Kong,41,4,>90k
70,Private,507549,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,41,4,>90k
20,Private,861460,Assoc-acdm,12,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,20,United-States,3,1,<=90k
51,Private,636377,Masters,14,Never-married,Production,Not-in-family,White,Female,60,United-States,41,4,>90k
34,Self-emp-inc,388892,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,41,4,>90k
45,Private,525828,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,52,Italy,41,4,>90k
32,Self-emp-not-inc,374547,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,25,United-States,21,3,<=90k
34,Private,585733,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,52,Dominican-Republic,13,2,<=90k
61,State-gov,447174,HS-grad,9,Separated,Prof-specialty,Other-relative,White,Female,37,Dominican-Republic,13,2,<=90k
26,Private,439827,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,55,United-States,29,3,<=90k
26,Private,439827,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,27,3,<=90k
28,Private,456231,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,41,4,>90k
44,Private,480853,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,45,Mexico,41,4,>90k
24,Private,396677,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,75,United-States,41,4,>90k
24,Private,396677,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,78,United-States,41,4,>90k
24,Private,396677,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,37,4,>90k
30,Private,388516,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,25,3,<=90k
62,State-gov,435382,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,41,4,>90k
39,Private,329877,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Ireland,41,4,>90k
47,Private,364203,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,36,Japan,11,2,<=90k
32,Private,469372,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,37,India,21,3,<=90k
61,Private,458631,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,21,3,<=90k
34,Private,369344,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Finland,33,3,<=90k
27,Private,397641,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,50,United-States,41,4,>90k
61,Private,504431,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,41,4,>90k
33,Private,469355,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,52,United-States,37,4,>90k
73,Private,452362,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,7,United-States,8,2,<=90k
73,Private,529823,12th,8,Married-civ-spouse,Construction,Husband,Asian-Pac-Islander,Male,40,China,20,3,<=90k
64,Private,461078,Masters,14,Married-spouse-absent,Other-service,Not-in-family,White,Male,52,United-States,15,2,<=90k
33,Private,321597,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,70,United-States,13,2,<=90k
42,Private,321803,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,41,4,>90k
42,Private,437182,Prof-school,15,Married-civ-spouse,Production,Wife,White,Female,40,United-States,21,3,<=90k
30,Private,417410,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,41,4,>90k
50,Private,959056,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Male,35,United-States,23,3,<=90k
32,Private,720753,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,41,4,>90k
65,Local-gov,518302,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,21,3,<=90k
63,Private,505234,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,60,Puerto-Rico,31,3,<=90k
37,Private,464658,Bachelors,13,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,25,3,<=90k
46,Private,499304,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,40,Brazil,29,3,<=90k
34,Private,1199901,HS-grad,9,Married-civ-spouse,Construction,Husband,Black,Male,40,Mexico,7,2,<=90k
41,Self-emp-inc,451893,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,11,2,<=90k
55,Private,501333,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,11,2,<=90k
22,Private,656774,HS-grad,9,Never-married,Sales,Own-child,White,Female,25,United-States,7,2,<=90k
21,Private,656774,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,40,United-States,11,2,<=90k
25,Private,1120791,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,25,United-States,7,2,<=90k
56,Private,404536,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,15,2,<=90k
72,Self-emp-not-inc,325678,Prof-school,15,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,13,2,<=90k
40,Private,388967,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,Philippines,23,3,<=90k
44,Private,623587,Some-college,10,Divorced,Other-service,Unmarried,White,Male,75,United-States,30,3,<=90k
23,Private,560454,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,20,United-States,5,2,<=90k
19,Private,509211,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,9,2,<=90k
18,Private,509211,11th,7,Never-married,Sales,Own-child,White,Female,10,United-States,3,1,<=90k
49,Private,485156,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,35,United-States,13,2,<=90k
51,Private,348539,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,15,2,<=90k
32,Private,531645,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,13,2,<=90k
58,Federal-gov,551848,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,21,3,<=90k
59,Private,416702,12th,8,Never-married,Other-service,Own-child,White,Female,40,United-States,11,2,<=90k
28,Private,441798,12th,8,Married-civ-spouse,Construction,Husband,White,Male,40,United-States,19,3,<=90k
32,Federal-gov,476533,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,40,United-States,23,3,<=90k
35,State-gov,508173,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,21,3,<=90k
51,Private,470022,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,41,4,>90k
24,Private,632510,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,13,2,<=90k
39,Private,488723,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,35,3,<=90k
33,Private,459399,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,9,2,<=90k
43,Federal-gov,471321,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,31,3,<=90k
53,Private,380168,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,17,2,<=90k
54,Private,419171,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,41,4,>90k
69,State-gov,354201,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,33,3,<=90k
68,Private,385134,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,35,United-States,10,2,<=90k
61,Self-emp-not-inc,417377,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,25,3,<=90k
51,Self-emp-inc,405171,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,25,3,<=90k
57,Private,383376,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,41,4,>90k
51,Private,411375,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,36,Philippines,41,4,>90k
22,Private,489977,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,20,3,<=90k
66,Private,367412,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,41,4,>90k
23,Private,638364,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,12,United-States,7,2,<=90k
41,Private,351416,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,9,2,<=90k
20,Private,535097,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,12,2,<=90k
60,Self-emp-inc,376778,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,41,4,>90k
29,Private,643081,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,30,Jamaica,5,2,<=90k
57,Private,339445,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,7,2,<=90k
58,Private,342214,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,37,United-States,41,4,>90k
60,Private,458631,Assoc-acdm,12,Never-married,Sales,Other-relative,Black,Male,40,United-States,21,3,<=90k
51,Self-emp-inc,624486,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,25,3,<=90k
54,Private,470298,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Ecuador,23,3,<=90k
54,Private,432338,Assoc-acdm,12,Divorced,Sales,Other-relative,White,Female,40,Columbia,22,3,<=90k
66,Private,365765,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,21,3,<=90k
32,Private,597694,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,40,United-States,23,3,<=90k
51,Self-emp-not-inc,408964,HS-grad,9,Never-married,Construction,Not-in-family,Black,Male,25,United-States,8,2,<=90k
26,Private,456231,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Brazil,25,3,<=90k
29,Private,805050,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,45,United-States,15,2,<=90k
60,Private,400922,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Philippines,41,4,>90k
61,Private,400922,Bachelors,13,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,41,4,>90k
67,Private,435077,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,Columbia,7,2,<=90k
67,Private,454998,Bachelors,13,Married-civ-spouse,Production,Husband,Black,Male,21,Africa,12,2,<=90k
24,Private,401145,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,8,2,<=90k
42,Self-emp-not-inc,480853,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,20,Dominican-Republic,21,3,<=90k
31,Private,492140,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,11,2,<=90k
28,Private,428480,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,12,2,<=90k
55,Private,561002,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,18,3,<=90k
50,Self-emp-inc,470298,5th-6th,3,Divorced,Exec-managerial,Not-in-family,White,Male,60,Ecuador,17,2,<=90k
25,Private,601381,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,24,Venezuela,10,2,<=90k
40,Private,439797,HS-grad,9,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,United-States,12,2,<=90k
34,Self-emp-not-inc,406605,9th,5,Never-married,Construction,Not-in-family,White,Male,40,Mexico,9,2,<=90k
41,Private,484536,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,23,3,<=90k
55,Self-emp-not-inc,395756,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,Bangladesh,11,2,<=90k
25,Private,517600,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,Bangladesh,19,3,<=90k
40,Private,407171,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,10,2,<=90k
50,Private,465971,7th-8th,4,Never-married,Construction,Not-in-family,White,Male,40,Ecuador,13,2,<=90k
56,Self-emp-not-inc,342214,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,Black,Female,60,Trinidad-and-Tobago,10,2,<=90k
41,Private,355410,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,39,4,>90k
52,Private,365990,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,42,Nigeria,17,2,<=90k
22,Private,396677,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,5,2,<=90k
39,Private,435696,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Poland,38,4,>90k
32,Private,607580,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,11,2,<=90k
29,Private,528129,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,11,2,<=90k
29,Private,333592,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,17,2,<=90k
45,Private,391907,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,16,2,<=90k
